"654441","Pan-Fried Basa Fillets With Asian Marinade","2","45","1455.14","https://spoonacular.com/pan-fried-basa-fillets-with-asian-marinade-654441","The recipe Pan-Fried Basa Fillets With Asian Marinade can be made <b>in approximately around 45 minutes</b>. One portion of this dish contains around <b>162g of protein</b>, <b>7g of fat</b>, and a total of <b>811 calories</b>. This recipe serves 2. For <b>$14.55 per serving</b>, this recipe <b>covers 49%</b> of your daily requirements of vitamins and minerals. 18 people were impressed by this recipe. A mixture of basa fillets, ginger-garlic paste, spring onions, and a handful of other ingredients are all it takes to make this recipe so scrumptious. This recipe is typical of Asian cuisine. It is brought to you by Foodista. It is a good option if you're following a <b>gluten free, dairy free, and pescatarian</b> diet. Taking all factors into account, this recipe <b>earns a spoonacular score of 95%</b>, which is super. Similar recipes are <a href=""https://spoonacular.com/recipes/pan-fried-chicken-cutlets-with-indian-yogurt-marinade-145064"">Pan-Fried Chicken Cutlets with Indian Yogurt Marinade</a>, <a href=""https://spoonacular.com/recipes/pan-fried-cod-with-asian-dressing-85494"">Pan Fried Cod with Asian Dressing</a>, and <a href=""https://spoonacular.com/recipes/pan-fried-asian-style-crab-burgers-13032"">Pan-Fried Asian-Style Crab Burgers</a>.","Marinate the fillets with the soy sauce, chilli sauce, ginger-garlic paste and salt and pepper to taste for at least half an hour.
Heat the oil in a frying pan. Shake off the extra marinade from the fillets and fry on both sides on medium heat until cooked through.
Remove and place on serving tray. Add the remaining marinade to the pan and turn up the heat. Let it bubble until it thickens and gets syrupy. Pour over the fillets.
Garnish with the carrot and spring onions and serve with steamed white rice or noodles."
"641227","Dandelion pesto","4","45","132.51","https://spoonacular.com/dandelion-pesto-641227","Dandelion pesto is a <b>gluten free, dairy free, paleolithic, and lacto ovo vegetarian</b> condiment. This recipe serves 4 and costs $1.33 per serving. One portion of this dish contains approximately <b>2g of protein</b>, <b>20g of fat</b>, and a total of <b>192 calories</b>. If you have dandelion greens, pine nuts, macadamia nuts, and a few other ingredients on hand, you can make it. 103 people have made this recipe and would make it again. It is brought to you by Foodista. From preparation to the plate, this recipe takes approximately <b>approximately 45 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 60%</b>, which is solid. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/dandelion-pesto-14296"">Dandelion Pesto</a>, <a href=""https://spoonacular.com/recipes/dandelion-pumpkin-seed-pesto-14309"">Dandelion Pumpkin Seed Pesto</a>, and <a href=""https://spoonacular.com/recipes/almond-herb-tarts-with-dandelion-pesto-truffled-fontina-figs-9087"">Almond Herb Tarts With Dandelion Pesto, Truffled Fontina & Figs</a>.","Wash the dandelion well in a solution of water and raw cider vinegar, using a couple of tablespoons of vinegar to about a litre of water. Wash and spin dry all the greens. Pop all the ingredients into a pestle and mortar or food processor and pound/blitz till nearly smooth - I like to leave a little texture to my pesto but play around with it. And that's it! Pretty simple and very scrummy."
"716195","Spicy Indian-Style Hummus","12","45","43.68","https://spoonacular.com/spicy-indian-style-hummus-716195","Spicy Indian-Style Hummus might be just the hor d'oeuvre you are searching for. This recipe makes 12 servings with <b>134 calories</b>, <b>5g of protein</b>, and <b>6g of fat</b> each. For <b>43 cents per serving</b>, this recipe <b>covers 11%</b> of your daily requirements of vitamins and minerals. It is a good option if you're following a <b>gluten free and vegan</b> diet. Several people made this recipe, and 161 would say it hit the spot. If you have ground cumin, turmeric, chilies, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. This recipe is typical of middl eastern cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 97%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/indian-style-spicy-couscous-647863"">Indian Style Spicy Couscous</a>, <a href=""https://spoonacular.com/recipes/kashmiri-style-leg-of-lamb-this-indian-style-of-lamb-is-a-real-treat-everyone-will-think-you-are-a-gourmet-chef-600227"">Kashmiri-Style leg of lamb – this Indian style of lamb is a real treat, everyone will think you are a gourmet chef</a>, and <a href=""https://spoonacular.com/recipes/indian-style-chicken-32222"">Indian- Style Chicken</a> for similar recipes.","<p>Rinse the chickpeas and soak for 8 hours or overnight covered in several inches of water with a little yogurt whey or lemon juice added.  Drain and rinse, then transfer to a large saucepan.  Cover with several inches of fresh water, bring to a boil, reduce the heat to medium-low and cover.  Simmer for 1 to 1 1/2 hours or until the beans are buttery soft. Drain.In a food processor, combine all of the ingredients and process until you have a thick, smooth paste. You may need to add extra olive oil or a bit of water if you want a thinner paste. Makes 3 cups, nutrition information is based on 1/4 cup serving.</p>"
"655733","Perfect fish cakes","6","45","173.29","https://spoonacular.com/perfect-fish-cakes-655733","Perfect fish cakes might be just the main course you are searching for. This recipe serves 6. For <b>$1.73 per serving</b>, this recipe <b>covers 17%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains around <b>19g of protein</b>, <b>25g of fat</b>, and a total of <b>390 calories</b>. It is brought to you by Foodista. From preparation to the plate, this recipe takes roughly <b>roughly 45 minutes</b>. If you have chives, lemon zest, flour, and a few other ingredients on hand, you can make it. This recipe is liked by 16 foodies and cooks. It is a good option if you're following a <b>pescatarian</b> diet. Taking all factors into account, this recipe <b>earns a spoonacular score of 58%</b>, which is solid. Similar recipes are <a href=""https://spoonacular.com/recipes/naomi-duguids-fish-cakes-and-fish-balls-203215"">Naomi Duguid's Fish Cakes and Fish Balls</a>, <a href=""https://spoonacular.com/recipes/perfect-fish-tacos-862329"">Perfect Fish Tacos</a>, and <a href=""https://spoonacular.com/recipes/perfect-fish-tacos-612275"">Perfect Fish Tacos</a>.","Mix all the sauce ingredients together. Set aside.
Lay the fish and bay leaves in a frying pan. Pour over the milk and water. Cover, bring to a boil, then lower the heat and simmer for 4 minutes. Take off the heat and let stand, covered, for 10 minutes to gently finish cooking the fish. Lift the fish out of the milk with a slotted spoon and put on a plate to cool.
Meanwhile, cook the potatoes in the salted water for 10 minutes or until tender, but not broken up. Drain the potatoes and leave them for a minute or two.
Tip them back into the hot pan on the lowest heat and let them dry out for 1 minute, mashing them with a fork and stirring so they don't stick. You should have a light, dry fluffy mash. Take off the heat and beat in 1 tablespoon of the sauce, then the lemon zest, parsley, pepper and chives. Set aside.
Drain off liquid from the fish, then flake it into big chunks into the pan of potatoes. Using your hands, gently lift the fish and potatoes together so they just mix. Do it with only a couple of turns, or the fish will break up too much. Put to aside and cool.
Beat the egg on a large plate and lightly flour a board. Spread the breadcrumbs on another plate. On the floured board, and with floured hands, carefully shape into 4-6 cakes, about 2.5 cm thick. One by one, put each cake in the egg, and brush over the top and sides so it is completely coated. Transfer each cake to the plate with bread crumbs, pat the crumbs on the sides and tops so they are lightly covered. Transfer to a plate, cover and chill for 30 minutes (or up to a day ahead).
Fry the fish cakes in hot oil over a medium heat for about 5 minutes on each side or until crisp and golden. Serve with the rest of the sauce (squeeze in a little lemon zest to taste) and lemon wedges for squeezing over."
"716218","Tomato and Eggplant Caponata","10","45","81.69","https://spoonacular.com/tomato-and-eggplant-caponata-716218","You can never have too many side dish recipes, so give Tomato and Eggplant Caponatan a try. This gluten free and vegan recipe serves 10 and costs <b>77 cents per serving</b>. One serving contains <b>84 calories</b>, <b>2g of protein</b>, and <b>5g of fat</b>. A few people made this recipe, and 53 would say it hit the spot. Head to the store and pick up ground cumin, celery, kalamatan olives, and a few other things to make it today. From preparation to the plate, this recipe takes around <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 54%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/eggplant-caponata-597342"">Eggplant Caponata</a>, <a href=""https://spoonacular.com/recipes/eggplant-caponata-23496"">Eggplant Caponata</a>, and <a href=""https://spoonacular.com/recipes/eggplant-caponata-23450"">Eggplant Caponata</a> for similar recipes.","Place the eggplant cubes in a strainer and sprinkle with the salt. Let stand for 1 hour. Rinse and pat dry with a clean tea towel. Set aside. Heat 1 tablespoon of the olive oil in a medium heavy-bottomed saucepan over medium heat. When hot, add the onion, celery and garlic and saut for 5 to 10 minutes or until the vegetables are tender.Now add the tomatoes, jalapeos, cumin, curry powder and cayenne and simmer for another few minutes, stirring often. Next add the vinegar, capers, olives and brown sugar if using to the pan  Continue to simmer for another 5 to 10 minutes. Heat the remaining tablespoon of olive oil in a frying pan over medium heat. When hot, toss in the eggplant cubes and stir for 5 minutes or until lightly browned. Add the eggplant to the tomato mixture. Continue to simmer for another 10 minutes and taste for seasoning. Remove from heat and let cool to room temperature.Garnish with parsley and serve with flatbreads or toasted pitas."
"637658","Cheesy Ham and Shrimp Macaroni Au Gratin","4","45","135.75","https://spoonacular.com/cheesy-ham-and-shrimp-macaroni-au-gratin-637658","Cheesy Ham and Shrimp Macaroni Au Gratin might be just the side dish you are searching for. This recipe makes 4 servings with <b>666 calories</b>, <b>23g of protein</b>, and <b>20g of fat</b> each. For <b>$1.36 per serving</b>, this recipe <b>covers 22%</b> of your daily requirements of vitamins and minerals. 23 people were impressed by this recipe. If you have broccoli, cream sauce, olive oil, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes around <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 75%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/cheesy-low-carb-cauliflower-casserole-with-ham-927685"">Cheesy Low Carb Cauliflower Casserole with Ham</a>, <a href=""https://spoonacular.com/recipes/macaroni-au-gratin-376048"">Macaroni Au Gratin</a>, and <a href=""https://spoonacular.com/recipes/macaroni-gratin-598591"">Macaroni Gratin</a> for similar recipes.","<ol><li>Cut off base of broccoli stem. Cut broccoli into florets. Remove skin from stem using a peeler and dice it. Wash broccoli thoroughly.</li><li>Blanch broccoli and butter them.</li><li>Rinse and dice mushrooms and ham. Add into sauce and mix well.</li><li>Remove shells from shrimps and devein. Dice and set aside.</li><li>Preheat oven at 250C. Cook pasta accordingly to instructions. Drain.</li><li>Grease tin foils. Put pastas into foils and distribute sauce mixture evenly. Stir well.</li><li>From Step 1 until the above, you can actually prepare ahead of time and refrigerate them with covers if youve guests coming over. Then follow by the rest of the steps below.</li><li>Mix shrimps and broccoli stems evenly. Place broccoli florets, and top with cheese.</li><li>Bake the gratin at 250C till golden brown. My oven took about 7 mins to brown. Look at how cheesy it turned out! Crispy on the outside and creamy inside. Enjoy your Cheesy Ham and Shrimp Macaroni Au Gratin!</li></ol>"
"715483","Ultimate Chocolate Chunk Cookies","6","24","125.64","https://spoonacular.com/ultimate-chocolate-chunk-cookies-715483","Ultimate Chocolate Chunk Cookies might be just the dessert you are searching for. For <b>$1.23 per serving</b>, this recipe <b>covers 12%</b> of your daily requirements of vitamins and minerals. This recipe makes 6 servings with <b>670 calories</b>, <b>8g of protein</b>, and <b>44g of fat</b> each. 291 person were impressed by this recipe. From preparation to the plate, this recipe takes roughly <b>24 minutes</b>. A mixture of chocolate chips, vanilla flavoring, baking powder, and a handful of other ingredients are all it takes to make this recipe so delicious. All things considered, we decided this recipe <b>deserves a spoonacular score of 46%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/ultimate-chocolate-chunk-cookies-496912"">{Ultimate} Chocolate Chunk Cookies</a>, <a href=""https://spoonacular.com/recipes/dark-chocolate-chunk-and-peanut-butter-chip-chocolate-cookies-520616"">Dark Chocolate Chunk and Peanut Butter Chip Chocolate Cookies</a>, and <a href=""https://spoonacular.com/recipes/paleo-chocolate-chunk-shortbread-cookies-with-homemade-honey-sweetened-chocolate-chunks-551601"">Paleo Chocolate Chunk Shortbread Cookies [with homemade honey sweetened chocolate chunks]</a> for similar recipes.","Preheat oven to 350.Mix together in a medium bowl the flour, baking soda, and salt.Carefully soften chocolate chips, butter, and vanilla flavoring in the microwave in 15 second increments, stirring in between, for one full minute.Beat eggs and sugar together until light an fluffy.Reduce blender speed and combine the melted chocolate chips, butter, vanilla, and slowly mix in the flour.Add in the chocolate chunks and pecans until mixed.Drop 1 tablespoon of dough onto cookie sheet, 2 - 3 inches apart and bake for 12-14 minutes, keeping your center soft and chewy. Allow to cool for 10 minutes before moving to a cooling rack to cool completely."
"635552","Blueberry Vanilla Pie","1","45","1322.2","https://spoonacular.com/blueberry-vanilla-pie-635552","Need a <b>vegetarian dessert</b>? Blueberry Vanilla Pie could be a great recipe to try. For <b>$13.22 per serving</b>, this recipe <b>covers 56%</b> of your daily requirements of vitamins and minerals. This recipe makes 1 servings with <b>4164 calories</b>, <b>42g of protein</b>, and <b>259g of fat</b> each. Head to the store and pick up sugar, whipped cream, juice of lemon, and a few other things to make it today. A few people made this recipe, and 14 would say it hit the spot. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 85%</b>. This score is great. Try <a href=""https://spoonacular.com/recipes/blueberry-crumble-pie-920226"">Blueberry Crumble Pie</a>, <a href=""https://spoonacular.com/recipes/blueberry-ginger-vanilla-jam-42241"">Blueberry Ginger Vanilla Jam</a>, and <a href=""https://spoonacular.com/recipes/canning-101-and-blueberry-vanilla-jam-795010"">Canning 101 and Blueberry Vanilla Jam</a> for similar recipes.","<ol><li>Dough:</li><li>Combine flour, sugar, salt, lemon zest and finely ground almonds.</li><li>Add the chopped butter to make the shortcrust dough.</li><li>Finally stir in the roughly chopped almonds.</li><li>Leave the dough for a short time/15minutes in the refrigerator, than roll it.</li><li>Or press it right away  into the mold and punch the dough with a fork.</li><li>Leave for 15 minutes in the freezer.</li><li>Preheat oven to maximum.</li><li>Custard:</li><li>Mix the egg with the vanilla sugar, add density and flavor of vanilla.</li><li>Half of vanilla pod put in cream and add to boil.</li><li>When boil remove the pod.</li><li>Scrape the seeds and add to the cream.</li><li>Remove cream from heat, stirring constantly and pour the egg mixture. Quite a short return to the fire that starts to thicken.</li><li>Leave aside to cool slightly.</li><li>Blueberries filling:</li><li>Half of blueberries mix with sugar, lemon juice and density.</li><li>Cook over medium heat stirring constantly, until it starts to thicken.</li><li>Set aside to cool.</li><li>Removethe mold from the freezer.</li><li>Pour the egg mixture.</li><li>Bake, pre-reducing the temperature to 200  C/392F  for 20 minutes. Remove, pour in the filling of blueberries, and bake the next 5-7 minutes.</li><li>Leave to cool.</li><li>On cooled pie arrange the remaining half of fresh blueberries.</li><li>Lightly sprinkle with granulated sugar and sliced almonds</li></ol>"
"636080","Breakfast Sticky Buns","8","45","76.44","https://spoonacular.com/breakfast-sticky-buns-636080","One serving contains <b>108 calories</b>, <b>1g of protein</b>, and <b>6g of fat</b>. This vegetarian recipe serves 8 and costs <b>26 cents per serving</b>. From preparation to the plate, this recipe takes about <b>45 minutes</b>. 19 people have made this recipe and would make it again. A mixture of brown sugar, butter, rich's rolls, and a handful of other ingredients are all it takes to make this recipe so flavorful. All things considered, we decided this recipe <b>deserves a spoonacular score of 10%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/orange-sticky-buns-for-breakfast-579303"">Orange Sticky Buns for Breakfast</a>, <a href=""https://spoonacular.com/recipes/sticky-buns-559509"">Sticky Buns</a>, and <a href=""https://spoonacular.com/recipes/sticky-buns-594514"">Sticky Buns</a> for similar recipes.","<ol><li>Spray a 10-inch tube pan with a no-stick cooking spray. Spread pecans evenly on bottom of pan. Place rolls on pecans and then sprinkle pudding on top of rolls.</li><li>Mix sugar into melted butter. Pour this mixture over nuts/rolls/pudding. Cover and let stand overnight. Bake at 350 degrees for 20-25 minutes. Turn over and out onto plate at once.</li></ol>"
"639752","Coconut Crusted Rockfish","4","45","539.47","https://spoonacular.com/coconut-crusted-rockfish-639752","Coconut Crusted Rockfish might be just the main course you are searching for. For <b>$5.42 per serving</b>, this recipe <b>covers 37%</b> of your daily requirements of vitamins and minerals. This recipe makes 4 servings with <b>1191 calories</b>, <b>47g of protein</b>, and <b>72g of fat</b> each. A couple people made this recipe, and 11 would say it hit the spot. If you have water, limes, flour, and a few other ingredients on hand, you can make it. To use up the orange juice you could follow this main course with the <a href=""https://spoonacular.com/recipes/plum-sherbert-with-orange-juice-and-plum-wine-80862"">Plum Sherbert with Orange Juice and Plum Wine</a> as a dessert. It is a good option if you're following a <b>pescatarian</b> diet. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 84%</b>. This score is great. Similar recipes include <a href=""https://spoonacular.com/recipes/coconut-crusted-salmon-with-coconut-chili-sauce-253096"">Coconut-Crusted Salmon with Coconut Chili Sauce</a>, <a href=""https://spoonacular.com/recipes/roasted-rockfish-rockefeller-297454"">Roasted Rockfish Rockefeller</a>, and <a href=""https://spoonacular.com/recipes/asian-style-baked-rockfish-478606"">Asian-Style Baked Rockfish</a>.","<ol><li>Make the salsa: In a small bowl, combine all the salsa ingredients, season with salt &amp; pepper (pepper is optional). Set aside while preparing everything else.</li><li>Start the rice: Melt the butter in a large saucepan over medium heat. Add onion and 1/2 t. salt. Cook until softened, about 5 minutes. Add the rice and coconut and saute about 3 minutes, until rice starts to become translucent at the edges. Add the water, bring to a boil, then reduce heat to low and cover. Cook about 15 minutes, until the water is absorbed and rice is tender. Remove pan from heat and let sit, covered for 10 minutes. Gently fluff the rice with a fork. Add the cilantro and lime juice and pepper to taste.</li><li>Make the fish: Meanwhile, pat the fish fillets dry and season with salt and pepper. In one dish place the flour, in another dish, beat the eggs and 1 T. water until mixed, and in another mix together the coconut and panko. Working with one fillet at a time, dredge fish in the flour, then pat off the excess, dip in the egg, letting any excess drip back into the bowl, then coat in the coconut-panko mix, pressing the coating onto the fish to be sure it adheres.</li><li>Heat the oven to 200 degrees f. (to keep the fish warm between batches). Heat the oil in a large nonstick skillet over medium-high heat until the oil shimmers and just starts to near the smoking point. Add 2 of the fillets and cook about 3 minutes per side, until the fish is golden and cooked through. Drain briefly on paper towels and place in the warm oven while cooking the remaining fish. Serve the fish and rice with the mango salsa and lime wedges.</li></ol>"
